WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;RED_JERARQ;RED_TP;FFCC;TIPO_FFCC;METROBUS
LINESTRING (-58.444300175878503 -34.594764003751621,-58.445513235931429 -34.595598508227368);7995;10018;JUSTO, JUAN B. AV.;2602;2700;2601;2699;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;144.75;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.445513235931429 -34.595598508227368,-58.446596484470284 -34.59634340577125);8151;10018;JUSTO, JUAN B. AV.;2702;2800;2701;2799;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;129.24;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.446596484470284 -34.59634340577125,-58.447689876976582 -34.597091607599396);8322;10018;JUSTO, JUAN B. AV.;2802;2900;2801;2899;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;130.19;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.447689876976582 -34.597091607599396,-58.448144966848439 -34.597417888087485,-58.448772910694274 -34.597852485858709);8484;10018;JUSTO, JUAN B. AV.;2902;3000;2901;2999;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;130.37;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.448772910694274 -34.597852485858709,-58.449858760509571 -34.598602788142657);8674;10018;JUSTO, JUAN B. AV.;3002;3100;3001;3099;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;129.81;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.449858760509571 -34.598602788142657,-58.450259617812982 -34.598878351338222,-58.450876037231595 -34.599308780166048);8846;10018;JUSTO, JUAN B. AV.;3102;3200;3101;3199;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;121.83;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.451209660394802 -34.5995287472348,-58.452052300357437 -34.600120415661614);9043;10018;JUSTO, JUAN B. AV.;3222;3300;3221;3299;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;101.40;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.467848237754026 -34.611303795593948,-58.468447888059131 -34.611613941891591);12100;10018;JUSTO, JUAN B. AV.;4902;4950;4901;4949;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;64.87;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.468447888059131 -34.611613941891591,-58.469003988567259 -34.611898113229344);12179;10018;JUSTO, JUAN B. AV.;4952;5000;4951;4999;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;59.96;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.469003988567259 -34.611898113229344,-58.469552324796268 -34.61219014291332);12257;10018;JUSTO, JUAN B. AV.;5002;5050;5001;5049;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;59.82;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.469552324796268 -34.61219014291332,-58.470081221027165 -34.612476152206568);12341;10018;JUSTO, JUAN B. AV.;5052;5100;5051;5099;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;57.96;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.470081221027165 -34.612476152206568,-58.470743494878469 -34.612826118568243,-58.471215832247481 -34.613076000969365);12486;10018;JUSTO, JUAN B. AV.;5102;5200;5101;5199;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;123.52;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.471215832247481 -34.613076000969365,-58.471454872410362 -34.61319823333411,-58.471700522445389 -34.613336053875422,-58.471879481860292 -34.613447230195355,-58.472022876160814 -34.613573111737367,-58.472158929021333 -34.613702723827117,-58.472252900369661 -34.613824506181317);12687;10018;JUSTO, JUAN B. AV.;5202;5300;5201;5299;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;127.78;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.479451743420086 -34.620683191223954,-58.479862241211691 -34.621054863263659,-58.480817665686061 -34.622041532764257);14960;10018;JUSTO, JUAN B. AV.;6002;6200;6001;6199;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;196.04;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.480817665686061 -34.622041532764257,-58.481880611229982 -34.622869074993268);15176;10018;JUSTO, JUAN B. AV.;6202;6300;6201;6299;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;133.90;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.481880611229982 -34.622869074993268,-58.48249879118471 -34.623351668951884,-58.482654466535834 -34.623474183022495);15351;10018;JUSTO, JUAN B. AV.;6302;6400;6301;6399;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;97.68;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.482654466535834 -34.623474183022495,-58.482995047155917 -34.623786046330267,-58.483391401188769 -34.624109484048155);15555;10018;JUSTO, JUAN B. AV.;6402;6500;6401;6499;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;97.68;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.450876037231595 -34.599308780166048,-58.451209660394802 -34.5995287472348);27580;10018;JUSTO, JUAN B. AV.;3202;3220;3201;3219;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;39.14;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.517147594366207 -34.633085336405038,-58.517344725703602 -34.633011406234267,-58.518514271620653 -34.633000620162257,-58.518850068477512 -34.633046572661613);18083;10018;JUSTO, JUAN B. AV.;0;0;9121;9199;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;158.31;;AV.JUAN B. JUSTO;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.526920732223601 -34.634682946413093,-58.5268494774039 -34.635315117055882);18758;7022;GANA;402;450;401;449;;CALLE;70.43;;GANA;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Juan B. Justo;
LINESTRING (-58.525504778016469 -34.635535331043556,-58.525604858131331 -34.634585741679913);18812;13007;MADERO;340;400;341;399;;CALLE;105.74;;MADERO;CRECIENTE;1;VÍA LOCAL;;;;Metrobus Juan B. Justo
LINESTRING (-58.525444974605286 -34.636114605859497,-58.525494597504341 -34.635706820695574,-58.525504778016469 -34.635535331043556);18966;13007;MADERO;302;338;301;339;;CALLE;64.51;;MADERO;CRECIENTE;1;VÍA LOCAL;;;;Metrobus Juan B. Justo
LINESTRING (-58.5268494774039 -34.635315117055882,-58.526747657352153 -34.636200762513567);18988;7022;GANA;302;400;301;399;;CALLE;98.69;;GANA;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Juan B. Justo;
LINESTRING (-58.525318291056728 -34.637156957968429,-58.525444974605286 -34.636114605859497);19259;13007;MADERO;202;300;201;299;;CALLE;116.21;;MADERO;CRECIENTE;1;VÍA LOCAL;;;;Metrobus Juan B. Justo
LINESTRING (-58.526747657352153 -34.636200762513567,-58.526628324522498 -34.637251985622335);19291;7022;GANA;202;300;201;299;;CALLE;117.13;;GANA;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Juan B. Justo;
LINESTRING (-58.525191689037783 -34.638198605479708,-58.525318291056728 -34.637156957968429);19549;13007;MADERO;102;200;101;199;;CALLE;116.14;;MADERO;CRECIENTE;1;VÍA LOCAL;;;;Metrobus Juan B. Justo
LINESTRING (-58.525850207899538 -34.638247281928713,-58.525191689037783 -34.638198605479708);19554;23054;VIEDMA, FRANCISCO de;6802;6850;6801;6849;;CALLE;60.62;;FRANCISCO DE VIEDMA;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Juan B. Justo;
LINESTRING (-58.526509835274723 -34.638296024666069,-58.525850207899538 -34.638247281928713);19566;23054;VIEDMA, FRANCISCO de;6852;6900;6851;6899;;CALLE;60.72;;FRANCISCO DE VIEDMA;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Juan B. Justo;
LINESTRING (-58.526628324522498 -34.637251985622335,-58.526509835274723 -34.638296024666069);19567;7022;GANA;102;200;101;199;;CALLE;116.33;;GANA;"DECRECIENTE;-1";VÍA LOCAL;;;;Metrobus Juan B. Justo;
LINESTRING (-58.519663696332856 -34.633588769431071,-58.519259578144457 -34.633459798350238,-58.518682661066002 -34.633316186571477,-58.518211615671675 -34.633245554479494,-58.518012909679861 -34.633223883479033);29871;10018;JUSTO, JUAN B. AV.;9152;9200;0;0;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;157.24;;AV.JUAN B. JUSTO;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo;
LINESTRING (-58.426515354062616 -34.577583241440635,-58.426619573588759 -34.577788095392151,-58.426531222955234 -34.578167950499449,-58.427843008410925 -34.579737059606813,-58.428064971670835 -34.579982203408647);4701;10018;JUSTO, JUAN B. AV.;602;800;601;799;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;245.60;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.429010061146009 -34.580954409668514,-58.429110073656133 -34.581047328403606,-58.43004127747772 -34.581879657769463);5109;10018;JUSTO, JUAN B. AV.;902;1000;901;999;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;139.60;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.43004127747772 -34.581879657769463,-58.430166404101968 -34.581991456360939,-58.430689417296108 -34.582376962648375);5187;10018;JUSTO, JUAN B. AV.;1002;1100;1001;1099;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;81.18;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.430689417296108 -34.582376962648375,-58.431670590829867 -34.583100133094931);5325;10018;JUSTO, JUAN B. AV.;1102;1200;1101;1199;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;120.58;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.431670590829867 -34.583100133094931,-58.432930069349794 -34.584028442591581);5524;10018;JUSTO, JUAN B. AV.;1202;1300;1201;1299;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;154.78;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.432930069349794 -34.584028442591581,-58.433816871397283 -34.584682062663923);5673;10018;JUSTO, JUAN B. AV.;1302;1400;1301;1399;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;108.98;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.433816871397283 -34.584682062663923,-58.434753234344917 -34.585372167943348);5824;10018;JUSTO, JUAN B. AV.;1402;1500;1401;1499;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;115.07;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.434753234344917 -34.585372167943348,-58.435701361232439 -34.586070930891019);5960;10018;JUSTO, JUAN B. AV.;1502;1600;1501;1599;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;116.51;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.439139063320091 -34.591084520488558,-58.43965815269118 -34.591541468745021);7214;10018;JUSTO, JUAN B. AV.;0;0;2002;2100;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;69.55;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.43965815269118 -34.591541468745021,-58.440703040682614 -34.5922669015821);7365;10018;JUSTO, JUAN B. AV.;2102;2200;2101;2199;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;125.16;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.440703040682614 -34.5922669015821,-58.441745988488186 -34.59299091655047);7534;10018;JUSTO, JUAN B. AV.;2202;2300;2201;2299;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;124.92;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.441745988488186 -34.59299091655047,-58.442720325328224 -34.593667303801169);7638;10018;JUSTO, JUAN B. AV.;2302;2400;2301;2399;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;116.70;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.442720325328224 -34.593667303801169,-58.443528722694928 -34.594228511877631);7734;10018;JUSTO, JUAN B. AV.;2402;2500;2401;2499;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;96.83;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.443528722694928 -34.594228511877631,-58.444300175878503 -34.594764003751621);7843;10018;JUSTO, JUAN B. AV.;2502;2600;2501;2599;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;92.40;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.452052300357437 -34.600120415661614,-58.452679173710344 -34.600547316081283);9158;10018;JUSTO, JUAN B. AV.;3302;3350;3301;3367;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;74.49;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.452679173710344 -34.600547316081283,-58.453087441093544 -34.600825387724996);9246;10018;JUSTO, JUAN B. AV.;3352;3400;3369;3399;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;48.52;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.453087441093544 -34.600825387724996,-58.454038883289691 -34.601473300587898);9435;10018;JUSTO, JUAN B. AV.;3402;3500;3401;3499;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;113.06;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.454038883289691 -34.601473300587898,-58.454992043562669 -34.602122403301415);9608;10018;JUSTO, JUAN B. AV.;3502;3600;3501;3599;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;113.27;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.454992043562669 -34.602122403301415,-58.455171316335722 -34.602244531809212,-58.455952628423944 -34.602773118691609);9795;10018;JUSTO, JUAN B. AV.;3602;3696;3601;3695;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;113.91;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.455952628423944 -34.602773118691609,-58.456019654457826 -34.602818476210579);9805;10018;JUSTO, JUAN B. AV.;3698;3700;3697;3699;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;7.94;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.456019654457826 -34.602818476210579,-58.457422448575713 -34.603767665337443);10063;10018;JUSTO, JUAN B. AV.;3702;3900;3701;3899;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;166.27;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.457422448575713 -34.603767665337443,-58.458197656981923 -34.604292152788744,-58.458473946988917 -34.604491818070478);10236;10018;JUSTO, JUAN B. AV.;3902;4000;3901;3999;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;125.54;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.458473946988917 -34.604491818070478,-58.458782432641563 -34.604714864918293,-58.459513028578058 -34.605208989240523);10419;10018;JUSTO, JUAN B. AV.;4002;4100;4001;4099;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;124.16;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.460513034071866 -34.605885867587773,-58.461540481849731 -34.606583583775418);10758;10018;JUSTO, JUAN B. AV.;4202;4300;4201;4299;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;121.95;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.461540481849731 -34.606583583775418,-58.462150502498091 -34.606997828823296);10865;10018;JUSTO, JUAN B. AV.;4302;4350;4301;4349;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;72.40;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.462150502498091 -34.606997828823296,-58.462510027418588 -34.607241993920148,-58.462704653845897 -34.607372984849533);10959;10018;JUSTO, JUAN B. AV.;4352;4400;4351;4399;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;65.69;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.462704653845897 -34.607372984849533,-58.463759650447663 -34.608083006575413,-58.463884435260454 -34.608166740921604);11147;10018;JUSTO, JUAN B. AV.;4402;4500;4401;4499;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;139.51;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.463884435260454 -34.608166740921604,-58.463946018573566 -34.608208009440993);11158;10018;JUSTO, JUAN B. AV.;0;0;0;0;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;7.27;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.463946018573566 -34.608208009440993,-58.464064074723673 -34.608287236461294,-58.464251722069008 -34.608447380985474,-58.464402062573718 -34.608607314467562);11256;10018;JUSTO, JUAN B. AV.;4502;4554;4501;4553;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;61.15;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.464402062573718 -34.608607314467562,-58.464484856571438 -34.608695415129411,-58.464632301942892 -34.6088554187887);11332;10018;JUSTO, JUAN B. AV.;4556;4592;4555;4599;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;34.69;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.464632301942892 -34.6088554187887,-58.464836562846152 -34.609077184124033);11385;10018;JUSTO, JUAN B. AV.;4594;4626;4601;4609;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;30.92;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.464836562846152 -34.609077184124033,-58.465221833552043 -34.609495431607137,-58.465363745089299 -34.609652828746114);11538;10018;JUSTO, JUAN B. AV.;4628;4700;4611;4699;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;80.10;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.465363745089299 -34.609652828746114,-58.465880883444925 -34.610226499394685);11686;10018;JUSTO, JUAN B. AV.;4702;4750;4701;4749;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;79.37;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.465880883444925 -34.610226499394685,-58.46594212927171 -34.610286288707115);11699;10018;JUSTO, JUAN B. AV.;0;0;0;0;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;8.69;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.46594212927171 -34.610286288707115,-58.466560968438088 -34.610616634907366);11792;10018;JUSTO, JUAN B. AV.;4752;4800;4751;4799;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;67.56;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.466560968438088 -34.610616634907366,-58.467848237754026 -34.611303795593948);12000;10018;JUSTO, JUAN B. AV.;4802;4900;4801;4899;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;140.54;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.472252900369661 -34.613824506181317,-58.472388774126159 -34.614044162356585,-58.473080370894699 -34.615108036871376);13037;10018;JUSTO, JUAN B. AV.;5302;5400;5301;5399;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;161.35;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.473080370894699 -34.615108036871376,-58.473184911070227 -34.615265216665378,-58.473443508809112 -34.615767324816382);13226;10018;JUSTO, JUAN B. AV.;5402;5450;5401;5461;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;80.44;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.473443508809112 -34.615767324816382,-58.474058584426686 -34.616093055387047);13341;10018;JUSTO, JUAN B. AV.;5452;5500;5463;5499;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;66.99;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.474717368107733 -34.616441877955957,-58.475173537063029 -34.617030655942308);13583;10018;JUSTO, JUAN B. AV.;5552;5600;5551;5599;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;77.57;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.475173537063029 -34.617030655942308,-58.476096355315931 -34.618102567936518);13902;10018;JUSTO, JUAN B. AV.;5602;5700;5601;5699;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;145.95;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.478330960278974 -34.619843560594902,-58.47863596581437 -34.620003315467898,-58.478831728790581 -34.620128235202444,-58.478931661260404 -34.620208735384026,-58.479160044524697 -34.620423471862246,-58.479451743420086 -34.620683191223954);14601;10018;JUSTO, JUAN B. AV.;5902;6000;5901;5999;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;139.62;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
LINESTRING (-58.483391401188769 -34.624109484048155,-58.484722144333965 -34.624675277009118);15714;10018;JUSTO, JUAN B. AV.;6502;6600;6501;6599;17 DE OCTUBRE - JUSTO, JUAN B., Av. y parciales:;AVENIDA;137.23;;AV.JUAN B. JUSTO;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Juan B. Justo
