WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;RED_JERARQ;RED_TP;FFCC;TIPO_FFCC;METROBUS
LINESTRING (-58.455755768438245 -34.670310401062309,-58.455136689202199 -34.669716807414886,-58.454757068854555 -34.669359684024606,-58.454517616425491 -34.669147338896025,-58.454272326879405 -34.668910864556452);27801;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;4002;4100;0;0;CRUZ;AVENIDA;206.39;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.458057582393522 -34.672481287551435,-58.457262554278103 -34.671719754508899,-58.456277583291644 -34.670783816940457,-58.455755768438245 -34.670310401062309);27802;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;4102;4300;0;0;CRUZ;AVENIDA;320.18;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.458363617125279 -34.673154241388929,-58.458343292680688 -34.67296944916859,-58.458277215865593 -34.672801454515565,-58.458206054457996 -34.672658658476792,-58.458057582393522 -34.672481287551435);27803;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;4302;4400;0;0;CRUZ;AVENIDA;81.23;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.380181764196415 -34.626371172837899,-58.382230244482962 -34.626940025284391);16343;7026;GARAY, JUAN DE AV.;1102;1170;1101;1169;GARAY - BRASIL;AVENIDA;198.16;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.382230244482962 -34.626940025284391,-58.382840738639985 -34.626959582074001);16349;7026;GARAY, JUAN DE AV.;1172;1200;1171;1199;GARAY - BRASIL;AVENIDA;56.02;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.382840738639985 -34.626959582074001,-58.383148888465904 -34.6269630934001,-58.384088139187959 -34.626997999263033,-58.384349849502229 -34.627009999030435);16363;7026;GARAY, JUAN DE AV.;1202;1300;1201;1299;GARAY - BRASIL;AVENIDA;138.51;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.384349849502229 -34.627009999030435,-58.384669661058645 -34.627024570714219,-58.385729035568694 -34.627063554946574);16379;7026;GARAY, JUAN DE AV.;1302;1400;1301;1399;GARAY - BRASIL;AVENIDA;126.61;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.385729035568694 -34.627063554946574,-58.386951555908603 -34.627108476667843,-58.387181746548613 -34.627118197185034);16391;7026;GARAY, JUAN DE AV.;1402;1500;1401;1499;GARAY - BRASIL;AVENIDA;133.35;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.387181746548613 -34.627118197185034,-58.387502582397232 -34.627131635277379,-58.388295471817678 -34.627164657805636);16412;7026;GARAY, JUAN DE AV.;1502;1600;1501;1599;GARAY - BRASIL;AVENIDA;102.26;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.388295471817678 -34.627164657805636,-58.388684121648019 -34.627180810282951,-58.389263777635115 -34.627200950034968,-58.389437741919409 -34.627207815435327);16424;7026;GARAY, JUAN DE AV.;1602;1700;1601;1699;GARAY - BRASIL;AVENIDA;104.86;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.389437741919409 -34.627207815435327,-58.389670404310543 -34.62721696934161,-58.390248191931661 -34.627230835480965);16432;7026;GARAY, JUAN DE AV.;1702;1750;1701;1749;GARAY - BRASIL;AVENIDA;74.36;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.390248191931661 -34.627230835480965,-58.391169824038741 -34.62725299986802);16436;7026;GARAY, JUAN DE AV.;1752;1800;1751;1799;GARAY - BRASIL;AVENIDA;84.55;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.391169824038741 -34.62725299986802,-58.392159452953692 -34.627263576524747);16443;7026;GARAY, JUAN DE AV.;1802;1900;0;0;GARAY - BRASIL;AVENIDA;90.76;;AV. JUAN DE GARAY;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.392159452953692 -34.627263576524747,-58.393206102610634 -34.62744939480595);16494;7026;GARAY, JUAN DE AV.;1902;2000;1901;1999;GARAY - BRASIL;AVENIDA;98.17;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.393206102610634 -34.62744939480595,-58.394292878581851 -34.627642409953239);16553;7026;GARAY, JUAN DE AV.;2002;2100;2001;2099;GARAY - BRASIL;AVENIDA;101.93;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.394292878581851 -34.627642409953239,-58.39534550069434 -34.62782926959418);16608;7026;GARAY, JUAN DE AV.;2102;2200;2101;2199;GARAY - BRASIL;AVENIDA;98.73;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.39534550069434 -34.62782926959418,-58.396807016492083 -34.628087048315926);16676;7026;GARAY, JUAN DE AV.;2202;2300;2201;2299;GARAY - BRASIL;AVENIDA;137.04;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.396807016492083 -34.628087048315926,-58.396865708934776 -34.628097502892338);16678;7026;GARAY, JUAN DE AV.;0;0;0;0;GARAY - BRASIL;AVENIDA;5.51;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA LOCAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.396865708934776 -34.628097502892338,-58.398594118081888 -34.628405969026034);16768;7026;GARAY, JUAN DE AV.;2302;2400;2301;2399;GARAY - BRASIL;AVENIDA;162.15;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.398594118081888 -34.628405969026034,-58.399906550778134 -34.628560741389123);16815;7026;GARAY, JUAN DE AV.;2402;2500;2401;2499;GARAY - BRASIL;AVENIDA;121.57;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.399906550778134 -34.628560741389123,-58.40084287911575 -34.62866411058269,-58.401100920939598 -34.628693256223784);16847;7026;GARAY, JUAN DE AV.;2502;2600;2501;2599;GARAY - BRASIL;AVENIDA;110.50;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.401100920939598 -34.628693256223784,-58.402385765833174 -34.62883826933912);16880;7026;GARAY, JUAN DE AV.;2602;2700;2601;2699;GARAY - BRASIL;AVENIDA;118.91;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.402385765833174 -34.62883826933912,-58.403542913797459 -34.628968910802186);16913;7026;GARAY, JUAN DE AV.;2702;2800;2701;2799;GARAY - BRASIL;AVENIDA;107.09;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.403542913797459 -34.628968910802186,-58.405454009253027 -34.629184548176191);16981;7026;GARAY, JUAN DE AV.;2802;2900;2801;2899;GARAY - BRASIL;AVENIDA;176.87;;AV. JUAN DE GARAY;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.423636518437057 -34.643445355938589,-58.424597821770305 -34.644148569242994);21287;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;902;1000;0;0;CRUZ;AVENIDA;117.70;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.424478050146838 -34.64425057718146,-58.424374889572583 -34.644178922865819,-58.423724685424212 -34.643615289134772,-58.423636518437057 -34.643445355938589);21323;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;901;999;CRUZ;AVENIDA;119.26;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.424597821770305 -34.644148569242994,-58.425521496351159 -34.644807747982988);21511;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1002;1100;0;0;CRUZ;AVENIDA;111.89;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.425258484878917 -34.644898656244138,-58.424478050146838 -34.64425057718146);21540;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1001;1099;CRUZ;AVENIDA;101.43;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.425492656805922 -34.644996689915089,-58.425258484878917 -34.644898656244138);21602;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;0;0;CRUZ;AVENIDA;24.07;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.426025186309182 -34.645605460321221,-58.426143248322731 -34.645629541993159,-58.426442262999224 -34.645916439673407);21866;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1201;1219;CRUZ;AVENIDA;53.15;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.426367808452476 -34.646057830310035,-58.426072248317205 -34.645746042172306,-58.426025186309182 -34.645605460321221);21910;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1202;1220;0;0;CRUZ;AVENIDA;60.12;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.426442262999224 -34.645916439673407,-58.426827446998111 -34.646285931129469);21957;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1221;1249;CRUZ;AVENIDA;54.10;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.42671089493404 -34.646430267413457,-58.426367808452476 -34.646057830310035);22005;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1222;1250;0;0;CRUZ;AVENIDA;51.93;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.426827446998111 -34.646285931129469,-58.427244236578943 -34.646685854007693);22091;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1251;1269;CRUZ;AVENIDA;58.55;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.427244236578943 -34.646685854007693,-58.427641267964226 -34.647066755092204);22209;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1271;1299;CRUZ;AVENIDA;55.77;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.427464208884963 -34.647219596054363,-58.42671089493404 -34.646430267413457);22241;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1252;1400;0;0;CRUZ;AVENIDA;111.52;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.427641267964226 -34.647066755092204,-58.42813379293969 -34.647539304478663);22333;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1301;1449;CRUZ;AVENIDA;69.19;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.42813379293969 -34.647539304478663,-58.428248875228164 -34.647649762945157,-58.428426905188687 -34.647828410098199);22412;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1451;1499;CRUZ;AVENIDA;41.84;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.428251475545224 -34.647955899758529,-58.428079377599829 -34.647857326896968,-58.427464208884963 -34.647219596054363);22451;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1402;1500;0;0;CRUZ;AVENIDA;109.67;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.428832211983085 -34.648213112495164,-58.429140076651308 -34.648489966573585);22578;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1531;1569;CRUZ;AVENIDA;41.71;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.429140076651308 -34.648489966573585,-58.429464895671266 -34.64878210663769);22644;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1571;1599;CRUZ;AVENIDA;44.01;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.429346746995314 -34.64887285177582,-58.428415224624345 -34.648049540301443,-58.428251475545224 -34.647955899758529);22669;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1502;1600;0;0;CRUZ;AVENIDA;143.29;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.429464895671266 -34.64878210663769,-58.429854800764573 -34.649132786267337);22724;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1601;1629;CRUZ;AVENIDA;52.83;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.429854800764573 -34.649132786267337,-58.430210808773843 -34.649440566986605);22788;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1631;1669;CRUZ;AVENIDA;47.23;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.430210808773843 -34.649440566986605,-58.430589484358855 -34.649757014855581);22874;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1671;1699;CRUZ;AVENIDA;49.37;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.430429908696411 -34.649874300207941,-58.429460215020029 -34.648979716976569,-58.429346746995314 -34.64887285177582);22905;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1602;1700;0;0;CRUZ;AVENIDA;149.01;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.430983059440102 -34.650341290359705,-58.430429908696411 -34.649874300207941);23044;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1702;1750;0;0;CRUZ;AVENIDA;72.49;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.430589484358855 -34.649757014855581,-58.431310893762436 -34.650357150310235);23048;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1701;1799;CRUZ;AVENIDA;93.84;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.432190859978348 -34.651090142090155,-58.432935380040021 -34.651710837582861,-58.433136530509437 -34.651870327887664);23393;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;1901;1999;CRUZ;AVENIDA;122.51;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.433136530509437 -34.651870327887664,-58.433821947421933 -34.652413606883421);23504;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2001;2099;CRUZ;AVENIDA;87.07;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.433821947421933 -34.652413606883421,-58.434382300491656 -34.652857765558586,-58.434574851555858 -34.653009786455044);23645;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2101;2199;CRUZ;AVENIDA;95.59;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.434574851555858 -34.653009786455044,-58.435192127272757 -34.653497195196955);23748;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2201;2299;CRUZ;AVENIDA;78.27;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.435192127272757 -34.653497195196955,-58.43614314645604 -34.654248132378129);23954;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2301;2399;CRUZ;AVENIDA;120.58;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.43614314645604 -34.654248132378129,-58.437143310717083 -34.654595609830601,-58.437436011583777 -34.654740182109769,-58.437522920129979 -34.654806892182165);24085;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2401;2499;CRUZ;AVENIDA;141.59;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.437097901142032 -34.655101601051193,-58.436021237223308 -34.654370785428625);24141;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2402;2500;0;0;CRUZ;AVENIDA;127.73;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.437522920129979 -34.654806892182165,-58.438225691705426 -34.655345994706167,-58.438418086940395 -34.655491671230052);24234;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2501;2599;CRUZ;AVENIDA;111.82;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.438031440957182 -34.655829313696508,-58.437097901142032 -34.655101601051193);24293;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2502;2600;0;0;CRUZ;AVENIDA;117.65;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.438503124746646 -34.655549295451081,-58.439147091454295 -34.65607479055776);24363;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2601;2639;CRUZ;AVENIDA;82.96;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.438760586012201 -34.656399473859601,-58.438031440957182 -34.655829313696508);24438;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2602;2640;0;0;CRUZ;AVENIDA;92.02;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.439147091454295 -34.65607479055776,-58.439395306505247 -34.6562990685429,-58.439460221122104 -34.656397464074409,-58.439535952152106 -34.65652262296576,-58.439763069976372 -34.656866901240953,-58.439871275631198 -34.656983192522716);24554;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2641;2749;CRUZ;AVENIDA;121.44;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.440560537576545 -34.657813061912861,-58.440188430807247 -34.657512773848602,-58.439624604925669 -34.65707385294202,-58.438987933042092 -34.65657723752264,-58.438760586012201 -34.656399473859601);24736;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2642;2800;0;0;CRUZ;AVENIDA;227.63;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.439871275631198 -34.656983192522716,-58.440898967998031 -34.657841715267601);24740;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2751;2801;CRUZ;AVENIDA;133.96;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.441182583191704 -34.658268586348278,-58.440560537576545 -34.657813061912861);24831;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2802;2850;0;0;CRUZ;AVENIDA;76.63;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.440898967998031 -34.657841715267601,-58.441041214547482 -34.657999478335888,-58.441182583191704 -34.658268586348278);24832;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;2803;2849;CRUZ;AVENIDA;64.09;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.441182583191704 -34.658268586348278,-58.441551954923803 -34.658613049642049);24900;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2852;2900;2851;2899;CRUZ;AVENIDA;50.40;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.447440794330703 -34.663279131430563,-58.447541524342832 -34.663363512550639);25546;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3502;3520;3501;3519;CRUZ;AVENIDA;13.15;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;DOBLE;2;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
LINESTRING (-58.447961230556302 -34.663739771691823,-58.447655966467686 -34.663506699737617,-58.447541524342832 -34.663363512550639);25594;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3522;3530;0;0;CRUZ;AVENIDA;57.13;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.448444062380936 -34.664108028501722,-58.447961230556302 -34.663739771691823);25654;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;3532;3580;0;0;CRUZ;AVENIDA;60.23;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;"DECRECIENTE;-1";VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz;
LINESTRING (-58.448883199834306 -34.664109839923889,-58.449318721837791 -34.664405932684829,-58.44968526722797 -34.664704008801635,-58.449958153454638 -34.664928973435011);28839;3195;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;0;0;3601;3699;CRUZ;AVENIDA;134.17;;AV.GRAL.F. FERNANDEZ DE LA CRUZ;CRECIENTE;1;VÍA DISTRIBUIDORA PRINCIPAL;SI;;;Metrobus Sur - Ramal Fernández de la Cruz
